Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
173,3,720.52,1,3,3,133,At Risk
133,2,814.0,2,3,3,233,At Risk
6,14,2392.83,4,4,4,444,Champions
75,1,318.0,2,2,2,222,Lost Customers
40,1,396.33,3,2,2,322,Lost Customers
289,1,101.69999999999999,1,2,1,121,Lost Customers
26,5,2036.67,3,4,4,344,Loyal Customers
258,2,453.0,1,3,2,132,At Risk
186,1,247.44,1,2,1,121,Lost Customers
114,12,3877.5200000000004,2,4,4,244,At Risk
374,1,489.6,1,2,2,122,Lost Customers
23,10,2611.75,3,4,4,344,Loyal Customers
8,11,2633.0099999999998,4,4,4,444,Champions
217,2,336.13,1,3,2,132,At Risk
45,4,3651.97,3,3,4,334,Loyal Customers
19,2,1231.5,3,3,3,333,Loyal Customers
36,3,343.45,3,3,2,332,Loyal Customers
26,1,703.37,3,2,3,323,Lost Customers
16,1,90.47999999999999,4,2,1,421,Lost Customers
330,2,689.95,1,3,3,133,At Risk
274,1,101.34,1,2,1,121,Lost Customers
291,1,3202.9199999999996,1,2,4,124,Lost Customers
61,1,167.67000000000002,2,2,1,221,Lost Customers
2,11,9068.26,4,4,4,444,Champions
93,4,2106.52,2,3,4,234,At Risk
82,7,3017.3,2,4,4,244,At Risk
313,2,580.0500000000001,1,3,2,132,At Risk
12,3,911.15,4,3,3,433,Loyal Customers
8,6,2697.8,4,4,4,444,Champions
127,1,168.31,2,2,1,221,Lost Customers
11,2,223.65,4,3,1,431,Loyal Customers
1,60,259657.3,4,4,4,444,Champions
37,1,754.64,3,2,3,323,Lost Customers
38,1,113.48000000000002,3,2,1,321,Lost Customers
330,1,430.7,1,2,2,122,Lost Customers
254,1,271.0,1,2,1,121,Lost Customers
2,26,8052.97,4,4,4,444,Champions
20,1,236.3,3,2,1,321,Lost Customers
12,2,352.69,4,3,2,432,Loyal Customers
369,1,76.32000000000001,1,2,1,121,Lost Customers
290,1,220.1,1,2,1,121,Lost Customers
68,8,1414.43,2,4,3,243,At Risk
26,1,319.47,3,2,2,322,Lost Customers
11,26,5651.42,4,4,4,444,Champions
368,1,181.12,1,2,1,121,Lost Customers
214,1,111.15,1,2,1,121,Lost Customers
149,2,673.1,1,3,3,133,At Risk
8,6,1824.99,4,4,4,444,Champions
24,2,589.4399999999999,3,3,2,332,Loyal Customers
30,4,1142.99,3,3,3,333,Loyal Customers
61,1,204.49,2,2,1,221,Lost Customers
19,3,348.73,3,3,2,332,Loyal Customers
243,1,112.55000000000001,1,2,1,121,Lost Customers
15,3,1059.39,4,3,3,433,Loyal Customers
212,1,931.4999999999999,1,2,3,123,Lost Customers
29,5,681.9100000000001,3,4,3,343,Loyal Customers
63,3,784.33,2,3,3,233,At Risk
295,1,152.65,1,2,1,121,Lost Customers
18,6,8438.34,4,4,4,444,Champions
157,2,1019.52,1,3,3,133,At Risk
117,2,1000.16,2,3,3,233,At Risk
8,12,2888.75,4,4,4,444,Champions
13,4,2861.55,4,3,4,434,Loyal Customers
141,2,160.35000000000002,2,3,1,231,At Risk
46,2,179.33999999999997,3,3,1,331,Loyal Customers
51,3,612.0799999999999,3,3,2,332,Loyal Customers
32,3,566.58,3,3,2,332,Loyal Customers
135,2,653.35,2,3,2,232,At Risk
3,2,399.19,4,3,2,432,Loyal Customers
75,3,371.62,2,3,2,232,At Risk
13,2,734.94,4,3,3,433,Loyal Customers
9,2,453.4,4,3,2,432,Loyal Customers
301,1,530.15,1,2,2,122,Lost Customers
57,2,638.0600000000001,2,3,2,232,At Risk
15,5,1618.69,4,4,3,443,Loyal Customers
37,1,399.65000000000003,3,2,2,322,Lost Customers
177,1,302.46000000000004,1,2,1,121,Lost Customers
23,3,1384.8600000000001,3,3,3,333,Loyal Customers
176,6,1169.94,1,4,3,143,At Risk
61,1,202.65,2,2,1,221,Lost Customers
33,3,980.31,3,3,3,333,Loyal Customers
59,5,1231.31,2,4,3,243,At Risk
15,20,7561.68,4,4,4,444,Champions
87,4,2106.84,2,3,4,234,At Risk
7,1,104.0,4,2,1,421,Lost Customers
358,1,476.35,1,2,2,122,Lost Customers
31,6,1341.42,3,4,3,343,Loyal Customers
129,4,1590.81,2,3,3,233,At Risk
9,6,1793.17,4,4,4,444,Champions
5,6,1843.75,4,4,4,444,Champions
24,1,382.8,3,2,2,322,Lost Customers
227,2,632.07,1,3,2,132,At Risk
15,1,49.8,4,2,1,421,Lost Customers
249,1,304.25,1,2,1,121,Lost Customers
15,3,2001.04,4,3,4,434,Loyal Customers
78,2,1090.24,2,3,3,233,At Risk
192,2,284.46000000000004,1,3,1,131,At Risk
262,1,207.79999999999998,1,2,1,121,Lost Customers
72,1,957.97,2,2,3,223,Lost Customers
165,1,243.76,1,2,1,121,Lost Customers
82,1,973.8399999999999,2,2,3,223,Lost Customers
95,2,689.13,2,3,3,233,At Risk
4,17,5425.56,4,4,4,444,Champions
106,1,163.8,2,2,1,221,Lost Customers
200,3,1396.99,1,3,3,133,At Risk
157,1,160.42000000000002,1,2,1,121,Lost Customers
71,3,1993.7,2,3,4,234,At Risk
36,2,517.36,3,3,2,332,Loyal Customers
29,1,139.10000000000002,3,2,1,321,Lost Customers
2,6,2621.38,4,4,4,444,Champions
26,5,600.07,3,4,2,342,Loyal Customers
326,1,248.42,1,2,1,121,Lost Customers
237,1,232.48000000000002,1,2,1,121,Lost Customers
89,1,299.34000000000003,2,2,1,221,Lost Customers
31,1,481.75,3,2,2,322,Lost Customers
29,2,621.75,3,3,2,332,Loyal Customers
211,2,662.08,1,3,2,132,At Risk
3,10,2069.77,4,4,4,444,Champions
227,1,305.28000000000003,1,2,1,121,Lost Customers
22,5,1041.61,3,4,3,343,Loyal Customers
93,1,443.0,2,2,2,222,Lost Customers
5,14,6484.54,4,4,4,444,Champions
264,1,158.95000000000002,1,2,1,121,Lost Customers
3,12,5509.12,4,4,4,444,Champions
44,11,5228.05,3,4,4,344,Loyal Customers
218,1,93.75,1,2,1,121,Lost Customers
57,2,779.9,2,3,3,233,At Risk
12,20,7276.900000000001,4,4,4,444,Champions
9,7,2810.2000000000003,4,4,4,444,Champions
192,5,2083.27,1,4,4,144,At Risk
82,4,592.97,2,3,2,232,At Risk
326,1,440.0,1,2,2,122,Lost Customers
72,3,1796.48,2,3,4,234,At Risk
30,6,882.24,3,4,3,343,Loyal Customers
3,5,987.1,4,4,3,443,Loyal Customers
219,5,1561.6100000000001,1,4,3,143,At Risk
46,1,422.58,3,2,2,322,Lost Customers
10,17,2073.09,4,4,4,444,Champions
72,4,2232.4900000000002,2,3,4,234,At Risk
7,7,2567.06,4,4,4,444,Champions
24,2,596.1,3,3,2,332,Loyal Customers
123,2,804.02,2,3,3,233,At Risk
17,1,95.34,4,2,1,421,Lost Customers
310,1,349.27,1,2,2,122,Lost Customers
87,1,4314.72,2,2,4,224,Lost Customers
51,2,526.67,3,3,2,332,Loyal Customers
89,1,103.3,2,2,1,221,Lost Customers
39,8,2337.63,3,4,4,344,Loyal Customers
25,3,2338.6000000000004,3,3,4,334,Loyal Customers
173,6,2643.2000000000003,1,4,4,144,At Risk
43,2,324.24,3,3,2,332,Loyal Customers
140,1,149.48,2,2,1,221,Lost Customers
26,3,1213.1599999999999,3,3,3,333,Loyal Customers
72,2,801.51,2,3,3,233,At Risk
134,1,25.5,2,2,1,221,Lost Customers
366,1,168.6,1,2,1,121,Lost Customers
38,2,283.15,3,3,1,331,Loyal Customers
3,6,3078.58,4,4,4,444,Champions
2,3,204.0,4,3,1,431,Loyal Customers
30,1,175.92,3,2,1,321,Lost Customers
44,1,335.86,3,2,2,322,Lost Customers
58,1,110.38,2,2,1,221,Lost Customers
74,1,173.9,2,2,1,221,Lost Customers
278,1,180.60000000000002,1,2,1,121,Lost Customers
181,1,80.82,1,2,1,121,Lost Customers
8,2,178.05,4,3,1,431,Loyal Customers
4,16,2088.93,4,4,4,444,Champions
43,3,1837.28,3,3,4,334,Loyal Customers
